Fiscal Year,County,Region,Removal Stage,Removals
2017,Stephens,2-Abilene,Family Preservation,4
2017,Stephens,2-Abilene,Investigation,2
2017,Stonewall,2-Abilene,Family Preservation,0
2017,Stonewall,2-Abilene,Investigation,1
2017,Sutton,9-Midland,Family Preservation,0
2017,Sutton,9-Midland,Investigation,10
2017,Swisher,1-Lubbock,Family Preservation,5
2017,Swisher,1-Lubbock,Investigation,8
2017,Tarrant,3-Arlington,Family Preservation,117
2017,Tarrant,3-Arlington,Investigation,588
2017,Taylor,2-Abilene,Family Preservation,105
2017,Taylor,2-Abilene,Investigation,202
2017,Terry,1-Lubbock,Family Preservation,5
2017,Terry,1-Lubbock,Investigation,17
2017,Titus,4-Tyler,Family Preservation,6
2017,Titus,4-Tyler,Investigation,34
2017,Tom Green,9-Midland,Family Preservation,66
2017,Tom Green,9-Midland,Investigation,145
2017,Travis,7-Austin,Family Preservation,207
2017,Travis,7-Austin,Investigation,485
2017,Trinity,5-Beaumont,Family Preservation,9
2017,Trinity,5-Beaumont,Investigation,12
2017,Tyler,5-Beaumont,Family Preservation,3
2017,Tyler,5-Beaumont,Investigation,25
2017,Unknown,Unknown,Family Preservation,1
2017,Unknown,Unknown,Investigation,7
2017,Upshur,4-Tyler,Family Preservation,10
2017,Upshur,4-Tyler,Investigation,75
2017,Upton,9-Midland,Family Preservation,5
2017,Upton,9-Midland,Investigation,4
2017,Uvalde,8-San Antonio,Family Preservation,7
2017,Uvalde,8-San Antonio,Investigation,20
2017,Val Verde,8-San Antonio,Family Preservation,5
2017,Val Verde,8-San Antonio,Investigation,9
2017,Van Zandt,4-Tyler,Family Preservation,17
2017,Van Zandt,4-Tyler,Investigation,55
2017,Victoria,8-San Antonio,Family Preservation,12
2017,Victoria,8-San Antonio,Investigation,36
2017,Walker,6-Houston,Family Preservation,2
2017,Walker,6-Houston,Investigation,17
2017,Waller,6-Houston,Family Preservation,11
2017,Waller,6-Houston,Investigation,4
2017,Ward,9-Midland,Family Preservation,2
2017,Ward,9-Midland,Investigation,13
2017,Washington,7-Austin,Family Preservation,4
2017,Washington,7-Austin,Investigation,22
2017,Webb,11-Edinburg,Family Preservation,44
2017,Webb,11-Edinburg,Investigation,107
2017,Wharton,6-Houston,Family Preservation,11
2017,Wharton,6-Houston,Investigation,39
2017,Wheeler,1-Lubbock,Family Preservation,0
2017,Wheeler,1-Lubbock,Investigation,3
2017,Wichita,2-Abilene,Family Preservation,41
2017,Wichita,2-Abilene,Investigation,124
2017,Wilbarger,2-Abilene,Family Preservation,2
2017,Wilbarger,2-Abilene,Investigation,12
2017,Willacy,11-Edinburg,Family Preservation,7
2017,Willacy,11-Edinburg,Investigation,9
2017,Williamson,7-Austin,Family Preservation,48
2017,Williamson,7-Austin,Investigation,113
2017,Wilson,8-San Antonio,Family Preservation,2
2017,Wilson,8-San Antonio,Investigation,33
2017,Winkler,9-Midland,Family Preservation,1
2017,Winkler,9-Midland,Investigation,4
2017,Wise,3-Arlington,Family Preservation,11
2017,Wise,3-Arlington,Investigation,46
2017,Wood,4-Tyler,Family Preservation,5
2017,Wood,4-Tyler,Investigation,70
2017,Yoakum,1-Lubbock,Family Preservation,0
2017,Yoakum,1-Lubbock,Investigation,4
2017,Young,2-Abilene,Family Preservation,2
2017,Young,2-Abilene,Investigation,21
2017,Zapata,11-Edinburg,Family Preservation,2
2017,Zapata,11-Edinburg,Investigation,6
2017,Zavala,8-San Antonio,Family Preservation,9
2017,Zavala,8-San Antonio,Investigation,1
2016,Anderson,4-Tyler,Family Preservation,6
2016,Anderson,4-Tyler,Investigation,42
2016,Andrews,9-Midland,Family Preservation,8
2016,Andrews,9-Midland,Investigation,20
2016,Angelina,5-Beaumont,Family Preservation,9
2016,Angelina,5-Beaumont,Investigation,62
2016,Aransas,11-Edinburg,Family Preservation,13
2016,Aransas,11-Edinburg,Investigation,5
2016,Archer,2-Abilene,Family Preservation,1
2016,Archer,2-Abilene,Investigation,1
2016,Armstrong,1-Lubbock,Family Preservation,0
2016,Armstrong,1-Lubbock,Investigation,1
2016,Atascosa,8-San Antonio,Family Preservation,21
2016,Atascosa,8-San Antonio,Investigation,38
2016,Austin,6-Houston,Family Preservation,0
2016,Austin,6-Houston,Investigation,8
2016,Bailey,1-Lubbock,Family Preservation,3
2016,Bailey,1-Lubbock,Investigation,2
2016,Bandera,8-San Antonio,Family Preservation,3
2016,Bandera,8-San Antonio,Investigation,12
2016,Bastrop,7-Austin,Family Preservation,11
2016,Bastrop,7-Austin,Investigation,80
2016,Baylor,2-Abilene,Family Preservation,1
2016,Baylor,2-Abilene,Investigation,6
2016,Bee,11-Edinburg,Family Preservation,26
2016,Bee,11-Edinburg,Investigation,28
2016,Bell,7-Austin,Family Preservation,83
2016,Bell,7-Austin,Investigation,430
2016,Bexar,8-San Antonio,Family Preservation,782
2016,Bexar,8-San Antonio,Investigation,1128
2016,Blanco,7-Austin,Family Preservation,5
2016,Blanco,7-Austin,Investigation,12
2016,Bosque,7-Austin,Family Preservation,1
2016,Bosque,7-Austin,Investigation,23
2016,Bowie,4-Tyler,Family Preservation,28
2016,Bowie,4-Tyler,Investigation,86
2016,Brazoria,6-Houston,Family Preservation,14
2016,Brazoria,6-Houston,Investigation,68
2016,Brazos,7-Austin,Family Preservation,12
2016,Brazos,7-Austin,Investigation,39
2016,Brooks,11-Edinburg,Family Preservation,9
2016,Brooks,11-Edinburg,Investigation,7
2016,Brown,2-Abilene,Family Preservation,33
2016,Brown,2-Abilene,Investigation,75
2016,Burleson,7-Austin,Family Preservation,0
2016,Burleson,7-Austin,Investigation,32
2016,Burnet,7-Austin,Family Preservation,10
2016,Burnet,7-Austin,Investigation,69
2016,Caldwell,7-Austin,Family Preservation,7
2016,Caldwell,7-Austin,Investigation,53
2016,Calhoun,8-San Antonio,Family Preservation,2
2016,Calhoun,8-San Antonio,Investigation,13
2016,Callahan,2-Abilene,Family Preservation,1
2016,Callahan,2-Abilene,Investigation,5
2016,Cameron,11-Edinburg,Family Preservation,152
2016,Cameron,11-Edinburg,Investigation,176
2016,Camp,4-Tyler,Family Preservation,0
2016,Camp,4-Tyler,Investigation,16
2016,Carson,1-Lubbock,Family Preservation,1
2016,Carson,1-Lubbock,Investigation,2
2016,Cass,4-Tyler,Family Preservation,17
2016,Cass,4-Tyler,Investigation,34
2016,Castro,1-Lubbock,Family Preservation,4
2016,Castro,1-Lubbock,Investigation,8
2016,Chambers,6-Houston,Family Preservation,16
2016,Chambers,6-Houston,Investigation,36
2016,Cherokee,4-Tyler,Family Preservation,9
2016,Cherokee,4-Tyler,Investigation,85
2016,Childress,1-Lubbock,Family Preservation,3
2016,Childress,1-Lubbock,Investigation,5
2016,Clay,2-Abilene,Family Preservation,1
2016,Clay,2-Abilene,Investigation,3
2016,Cochran,1-Lubbock,Family Preservation,0
2016,Cochran,1-Lubbock,Investigation,2
2016,Coke,9-Midland,Family Preservation,1
2016,Coke,9-Midland,Investigation,2
2016,Coleman,2-Abilene,Family Preservation,1
2016,Coleman,2-Abilene,Investigation,6
2016,Collin,3-Arlington,Family Preservation,21
2016,Collin,3-Arlington,Investigation,166
2016,Collingsworth,1-Lubbock,Family Preservation,0
2016,Collingsworth,1-Lubbock,Investigation,1
2016,Colorado,6-Houston,Family Preservation,0
2016,Colorado,6-Houston,Investigation,7
2016,Comal,8-San Antonio,Family Preservation,34
2016,Comal,8-San Antonio,Investigation,134
2016,Comanche,2-Abilene,Family Preservation,2
2016,Comanche,2-Abilene,Investigation,13
2016,Concho,9-Midland,Family Preservation,0
2016,Concho,9-Midland,Investigation,2
2016,Cooke,3-Arlington,Family Preservation,14
2016,Cooke,3-Arlington,Investigation,63
2016,Coryell,7-Austin,Family Preservation,10
2016,Coryell,7-Austin,Investigation,107
2016,Crane,9-Midland,Family Preservation,3
2016,Crane,9-Midland,Investigation,5
2016,Crockett,9-Midland,Family Preservation,2
2016,Crockett,9-Midland,Investigation,7
2016,Crosby,1-Lubbock,Family Preservation,0
2016,Crosby,1-Lubbock,Investigation,26
2016,Dallam,1-Lubbock,Family Preservation,0
2016,Dallam,1-Lubbock,Investigation,10
2016,Dallas,3-Arlington,Family Preservation,215
2016,Dallas,3-Arlington,Investigation,1551
2016,Dawson,9-Midland,Family Preservation,3
2016,Dawson,9-Midland,Investigation,17
2016,DeWitt,8-San Antonio,Family Preservation,6
2016,DeWitt,8-San Antonio,Investigation,34
2016,Deaf Smith,1-Lubbock,Family Preservation,8
2016,Deaf Smith,1-Lubbock,Investigation,26
2016,Denton,3-Arlington,Family Preservation,60
2016,Denton,3-Arlington,Investigation,210
2016,Dickens,1-Lubbock,Family Preservation,0
2016,Dickens,1-Lubbock,Investigation,2
2016,Dimmit,8-San Antonio,Family Preservation,2
2016,Dimmit,8-San Antonio,Investigation,8
2016,Donley,1-Lubbock,Family Preservation,0
2016,Donley,1-Lubbock,Investigation,4
2016,Duval,11-Edinburg,Family Preservation,5
2016,Duval,11-Edinburg,Investigation,7
2016,Eastland,2-Abilene,Family Preservation,4
2016,Eastland,2-Abilene,Investigation,20
2016,Ector,9-Midland,Family Preservation,27
2016,Ector,9-Midland,Investigation,121
2016,Edwards,8-San Antonio,Family Preservation,0
2016,Edwards,8-San Antonio,Investigation,1
2016,El Paso,10-El Paso,Family Preservation,104
2016,El Paso,10-El Paso,Investigation,140
2016,Ellis,3-Arlington,Family Preservation,8
2016,Ellis,3-Arlington,Investigation,39
2016,Erath,3-Arlington,Family Preservation,2
2016,Erath,3-Arlington,Investigation,13
2016,Falls,7-Austin,Family Preservation,0
2016,Falls,7-Austin,Investigation,14
2016,Fannin,3-Arlington,Family Preservation,17
2016,Fannin,3-Arlington,Investigation,29
2016,Fayette,7-Austin,Family Preservation,3
2016,Fayette,7-Austin,Investigation,29
2016,Fisher,2-Abilene,Family Preservation,0
2016,Fisher,2-Abilene,Investigation,2
2016,Floyd,1-Lubbock,Family Preservation,1
2016,Floyd,1-Lubbock,Investigation,5
2016,Foard,2-Abilene,Family Preservation,0
2016,Foard,2-Abilene,Investigation,2
2016,Fort Bend,6-Houston,Family Preservation,15
2016,Fort Bend,6-Houston,Investigation,90
2016,Franklin,4-Tyler,Family Preservation,10
2016,Franklin,4-Tyler,Investigation,14
2016,Freestone,7-Austin,Family Preservation,4
2016,Freestone,7-Austin,Investigation,10
2016,Frio,8-San Antonio,Family Preservation,4
2016,Frio,8-San Antonio,Investigation,31
2016,Gaines,9-Midland,Family Preservation,0
2016,Gaines,9-Midland,Investigation,9
2016,Galveston,6-Houston,Family Preservation,47
2016,Galveston,6-Houston,Investigation,88
2016,Garza,1-Lubbock,Family Preservation,0
2016,Garza,1-Lubbock,Investigation,2
2016,Gillespie,8-San Antonio,Family Preservation,11
2016,Gillespie,8-San Antonio,Investigation,8
2016,Goliad,8-San Antonio,Family Preservation,0
2016,Goliad,8-San Antonio,Investigation,2
2016,Gonzales,8-San Antonio,Family Preservation,2
2016,Gonzales,8-San Antonio,Investigation,15
2016,Gray,1-Lubbock,Family Preservation,3
2016,Gray,1-Lubbock,Investigation,20
2016,Grayson,3-Arlington,Family Preservation,40
2016,Grayson,3-Arlington,Investigation,197
2016,Gregg,4-Tyler,Family Preservation,23
2016,Gregg,4-Tyler,Investigation,112
2016,Grimes,7-Austin,Family Preservation,3
2016,Grimes,7-Austin,Investigation,16
2016,Guadalupe,8-San Antonio,Family Preservation,19
2016,Guadalupe,8-San Antonio,Investigation,65
2016,Hale,1-Lubbock,Family Preservation,13
2016,Hale,1-Lubbock,Investigation,27
2016,Hall,1-Lubbock,Family Preservation,1
2016,Hall,1-Lubbock,Investigation,0
2016,Hamilton,7-Austin,Family Preservation,0
2016,Hamilton,7-Austin,Investigation,9
2016,Hardeman,2-Abilene,Family Preservation,1
2016,Hardeman,2-Abilene,Investigation,0
2016,Hardin,5-Beaumont,Family Preservation,4
2016,Hardin,5-Beaumont,Investigation,14
2016,Harris,6-Houston,Family Preservation,618
2016,Harris,6-Houston,Investigation,1568
2016,Harrison,4-Tyler,Family Preservation,28
2016,Harrison,4-Tyler,Investigation,62
2016,Hartley,1-Lubbock,Family Preservation,5
2016,Hartley,1-Lubbock,Investigation,0
2016,Haskell,2-Abilene,Family Preservation,4
2016,Haskell,2-Abilene,Investigation,1
2016,Hays,7-Austin,Family Preservation,31
2016,Hays,7-Austin,Investigation,106
2016,Hemphill,1-Lubbock,Family Preservation,3
2016,Hemphill,1-Lubbock,Investigation,0
2016,Henderson,4-Tyler,Family Preservation,36
2016,Henderson,4-Tyler,Investigation,139
2016,Hidalgo,11-Edinburg,Family Preservation,213
2016,Hidalgo,11-Edinburg,Investigation,145
2016,Hill,7-Austin,Family Preservation,0
2016,Hill,7-Austin,Investigation,42
2016,Hockley,1-Lubbock,Family Preservation,7
2016,Hockley,1-Lubbock,Investigation,22
2016,Hood,3-Arlington,Family Preservation,15
2016,Hood,3-Arlington,Investigation,55
2016,Hopkins,4-Tyler,Family Preservation,6
2016,Hopkins,4-Tyler,Investigation,38
2016,Houston,5-Beaumont,Family Preservation,4
2016,Houston,5-Beaumont,Investigation,54
2016,Howard,9-Midland,Family Preservation,7
2016,Howard,9-Midland,Investigation,58
2016,Hunt,3-Arlington,Family Preservation,26
2016,Hunt,3-Arlington,Investigation,129
2016,Hutchinson,1-Lubbock,Family Preservation,3
2016,Hutchinson,1-Lubbock,Investigation,9
2016,Jack,2-Abilene,Family Preservation,2
2016,Jack,2-Abilene,Investigation,12
2016,Jackson,8-San Antonio,Family Preservation,9
2016,Jackson,8-San Antonio,Investigation,7
2016,Jasper,5-Beaumont,Family Preservation,9
2016,Jasper,5-Beaumont,Investigation,80
2016,Jefferson,5-Beaumont,Family Preservation,18
2016,Jefferson,5-Beaumont,Investigation,181
2016,Jim Hogg,11-Edinburg,Family Preservation,0
2016,Jim Hogg,11-Edinburg,Investigation,3
2016,Jim Wells,11-Edinburg,Family Preservation,19
2016,Jim Wells,11-Edinburg,Investigation,36
2016,Johnson,3-Arlington,Family Preservation,37
2016,Johnson,3-Arlington,Investigation,121
2016,Jones,2-Abilene,Family Preservation,2
2016,Jones,2-Abilene,Investigation,12
2016,Karnes,8-San Antonio,Family Preservation,2
2016,Karnes,8-San Antonio,Investigation,12
2016,Kaufman,3-Arlington,Family Preservation,23
2016,Kaufman,3-Arlington,Investigation,47
2016,Kendall,8-San Antonio,Family Preservation,1
2016,Kendall,8-San Antonio,Investigation,6
2016,Kerr,8-San Antonio,Family Preservation,22
2016,Kerr,8-San Antonio,Investigation,51
2016,Kimble,9-Midland,Family Preservation,0
2016,Kimble,9-Midland,Investigation,1
2016,Kleberg,11-Edinburg,Family Preservation,9
2016,Kleberg,11-Edinburg,Investigation,20
2016,La Salle,8-San Antonio,Family Preservation,0
2016,La Salle,8-San Antonio,Investigation,6
2016,Lamar,4-Tyler,Family Preservation,7
2016,Lamar,4-Tyler,Investigation,62
2016,Lamb,1-Lubbock,Family Preservation,1
2016,Lamb,1-Lubbock,Investigation,17
2016,Lampasas,7-Austin,Family Preservation,5
2016,Lampasas,7-Austin,Investigation,8
2016,Lavaca,8-San Antonio,Family Preservation,4
2016,Lavaca,8-San Antonio,Investigation,11
2016,Lee,7-Austin,Family Preservation,3
2016,Lee,7-Austin,Investigation,20
2016,Leon,7-Austin,Family Preservation,0
2016,Leon,7-Austin,Investigation,4
2016,Liberty,6-Houston,Family Preservation,20
2016,Liberty,6-Houston,Investigation,93
2016,Limestone,7-Austin,Family Preservation,0
2016,Limestone,7-Austin,Investigation,16
2016,Lipscomb,1-Lubbock,Family Preservation,0
2016,Lipscomb,1-Lubbock,Investigation,1
2016,Live Oak,11-Edinburg,Family Preservation,1
2016,Live Oak,11-Edinburg,Investigation,6
2016,Llano,7-Austin,Family Preservation,0
2016,Llano,7-Austin,Investigation,44
2016,Lubbock,1-Lubbock,Family Preservation,124
2016,Lubbock,1-Lubbock,Investigation,366
2016,Lynn,1-Lubbock,Family Preservation,0
2016,Lynn,1-Lubbock,Investigation,7
2016,Madison,7-Austin,Family Preservation,0
2016,Madison,7-Austin,Investigation,2
2016,Marion,4-Tyler,Family Preservation,5
2016,Marion,4-Tyler,Investigation,19
2016,Martin,9-Midland,Family Preservation,6
2016,Martin,9-Midland,Investigation,2
2016,Matagorda,6-Houston,Family Preservation,8
2016,Matagorda,6-Houston,Investigation,22
2016,Maverick,8-San Antonio,Family Preservation,3
2016,Maverick,8-San Antonio,Investigation,5
2016,McCulloch,9-Midland,Family Preservation,8
2016,McCulloch,9-Midland,Investigation,7
2016,McLennan,7-Austin,Family Preservation,57
2016,McLennan,7-Austin,Investigation,261
2016,Medina,8-San Antonio,Family Preservation,17
2016,Medina,8-San Antonio,Investigation,40
2016,Menard,9-Midland,Family Preservation,0
2016,Menard,9-Midland,Investigation,4
2016,Midland,9-Midland,Family Preservation,13
2016,Midland,9-Midland,Investigation,92
2016,Milam,7-Austin,Family Preservation,9
2016,Milam,7-Austin,Investigation,43
2016,Mills,7-Austin,Family Preservation,0
2016,Mills,7-Austin,Investigation,3
2016,Mitchell,2-Abilene,Family Preservation,1
2016,Mitchell,2-Abilene,Investigation,7
2016,Montague,2-Abilene,Family Preservation,9
2016,Montague,2-Abilene,Investigation,39
2016,Montgomery,6-Houston,Family Preservation,27
2016,Montgomery,6-Houston,Investigation,173
2016,Moore,1-Lubbock,Family Preservation,0
2016,Moore,1-Lubbock,Investigation,21
2016,Morris,4-Tyler,Family Preservation,0
2016,Morris,4-Tyler,Investigation,18
2016,Motley,1-Lubbock,Family Preservation,0
2016,Motley,1-Lubbock,Investigation,1
2016,Nacogdoches,5-Beaumont,Family Preservation,11
2016,Nacogdoches,5-Beaumont,Investigation,60
2016,Navarro,3-Arlington,Family Preservation,13
2016,Navarro,3-Arlington,Investigation,32
2016,Newton,5-Beaumont,Family Preservation,0
2016,Newton,5-Beaumont,Investigation,23
2016,Nolan,2-Abilene,Family Preservation,5
2016,Nolan,2-Abilene,Investigation,9
2016,Nueces,11-Edinburg,Family Preservation,154
2016,Nueces,11-Edinburg,Investigation,220
2016,Ochiltree,1-Lubbock,Family Preservation,0
2016,Ochiltree,1-Lubbock,Investigation,7
2016,Oldham,1-Lubbock,Family Preservation,0
2016,Oldham,1-Lubbock,Investigation,1
2016,Orange,5-Beaumont,Family Preservation,13
2016,Orange,5-Beaumont,Investigation,108
2016,Out of State,Out of State,Family Preservation,0
2016,Out of State,Out of State,Investigation,1
2016,Palo Pinto,3-Arlington,Family Preservation,32
2016,Palo Pinto,3-Arlington,Investigation,53
2016,Panola,4-Tyler,Family Preservation,13
2016,Panola,4-Tyler,Investigation,27
2016,Parker,3-Arlington,Family Preservation,42
2016,Parker,3-Arlington,Investigation,78
2016,Parmer,1-Lubbock,Family Preservation,0
2016,Parmer,1-Lubbock,Investigation,7
2016,Pecos,9-Midland,Family Preservation,4
2016,Pecos,9-Midland,Investigation,3
2016,Polk,5-Beaumont,Family Preservation,6
2016,Polk,5-Beaumont,Investigation,46
2016,Potter,1-Lubbock,Family Preservation,12
2016,Potter,1-Lubbock,Investigation,128
2016,Rains,4-Tyler,Family Preservation,0
2016,Rains,4-Tyler,Investigation,15
2016,Randall,1-Lubbock,Family Preservation,9
2016,Randall,1-Lubbock,Investigation,77
2016,Reagan,9-Midland,Family Preservation,0
2016,Reagan,9-Midland,Investigation,2
2016,Real,8-San Antonio,Family Preservation,0
2016,Real,8-San Antonio,Investigation,4
2016,Red River,4-Tyler,Family Preservation,4
2016,Red River,4-Tyler,Investigation,20
2016,Reeves,9-Midland,Family Preservation,2
2016,Reeves,9-Midland,Investigation,9
2016,Refugio,11-Edinburg,Family Preservation,2
2016,Refugio,11-Edinburg,Investigation,3
2016,Robertson,7-Austin,Family Preservation,3
2016,Robertson,7-Austin,Investigation,7
2016,Rockwall,3-Arlington,Family Preservation,2
2016,Rockwall,3-Arlington,Investigation,19
2016,Runnels,2-Abilene,Family Preservation,1
2016,Runnels,2-Abilene,Investigation,4
2016,Rusk,4-Tyler,Family Preservation,24
2016,Rusk,4-Tyler,Investigation,55
2016,Sabine,5-Beaumont,Family Preservation,4
2016,Sabine,5-Beaumont,Investigation,3
2016,San Augustine,5-Beaumont,Family Preservation,0
2016,San Augustine,5-Beaumont,Investigation,4
2016,San Jacinto,5-Beaumont,Family Preservation,3
2016,San Jacinto,5-Beaumont,Investigation,25
2016,San Patricio,11-Edinburg,Family Preservation,17
2016,San Patricio,11-Edinburg,Investigation,49
2016,San Saba,7-Austin,Family Preservation,2
2016,San Saba,7-Austin,Investigation,16
2016,Schleicher,9-Midland,Family Preservation,2
2016,Schleicher,9-Midland,Investigation,3
2016,Scurry,2-Abilene,Family Preservation,7
2016,Scurry,2-Abilene,Investigation,14
2016,Shackelford,2-Abilene,Family Preservation,0
2016,Shackelford,2-Abilene,Investigation,3
2016,Shelby,5-Beaumont,Family Preservation,7
2016,Shelby,5-Beaumont,Investigation,23
2016,Sherman,1-Lubbock,Family Preservation,1
2016,Sherman,1-Lubbock,Investigation,5
2016,Smith,4-Tyler,Family Preservation,33
2016,Smith,4-Tyler,Investigation,137
2016,Somervell,3-Arlington,Family Preservation,0
2016,Somervell,3-Arlington,Investigation,13
2016,Starr,11-Edinburg,Family Preservation,14
2016,Starr,11-Edinburg,Investigation,1
2016,Stephens,2-Abilene,Family Preservation,5
2016,Stephens,2-Abilene,Investigation,2
2016,Sterling,9-Midland,Family Preservation,0
2016,Sterling,9-Midland,Investigation,4
2016,Sutton,9-Midland,Family Preservation,1
2016,Sutton,9-Midland,Investigation,8
2016,Swisher,1-Lubbock,Family Preservation,0
2016,Swisher,1-Lubbock,Investigation,7
2016,Tarrant,3-Arlington,Family Preservation,102
2016,Tarrant,3-Arlington,Investigation,607
2016,Taylor,2-Abilene,Family Preservation,75
2016,Taylor,2-Abilene,Investigation,184
2016,Terry,1-Lubbock,Family Preservation,0
2016,Terry,1-Lubbock,Investigation,12
2016,Titus,4-Tyler,Family Preservation,3
2016,Titus,4-Tyler,Investigation,38
2016,Tom Green,9-Midland,Family Preservation,51
2016,Tom Green,9-Midland,Investigation,106
2016,Travis,7-Austin,Family Preservation,187
2016,Travis,7-Austin,Investigation,574
2016,Trinity,5-Beaumont,Family Preservation,6
2016,Trinity,5-Beaumont,Investigation,15
2016,Tyler,5-Beaumont,Family Preservation,0
2016,Tyler,5-Beaumont,Investigation,9
2016,Unknown,Unknown,Family Preservation,0
2016,Unknown,Unknown,Investigation,5
2016,Upshur,4-Tyler,Family Preservation,7
2016,Upshur,4-Tyler,Investigation,45
2016,Upton,9-Midland,Family Preservation,0
2016,Upton,9-Midland,Investigation,2
2016,Uvalde,8-San Antonio,Family Preservation,6
2016,Uvalde,8-San Antonio,Investigation,34
2016,Val Verde,8-San Antonio,Family Preservation,3
2016,Val Verde,8-San Antonio,Investigation,18
2016,Van Zandt,4-Tyler,Family Preservation,18
2016,Van Zandt,4-Tyler,Investigation,92
2016,Victoria,8-San Antonio,Family Preservation,32
2016,Victoria,8-San Antonio,Investigation,23
2016,Walker,6-Houston,Family Preservation,2
2016,Walker,6-Houston,Investigation,15
2016,Waller,6-Houston,Family Preservation,11
2016,Waller,6-Houston,Investigation,24
2016,Ward,9-Midland,Family Preservation,8
2016,Ward,9-Midland,Investigation,4
2016,Washington,7-Austin,Family Preservation,2
2016,Washington,7-Austin,Investigation,25
2016,Webb,11-Edinburg,Family Preservation,50
2016,Webb,11-Edinburg,Investigation,110
2016,Wharton,6-Houston,Family Preservation,8
2016,Wharton,6-Houston,Investigation,17
2016,Wheeler,1-Lubbock,Family Preservation,3
2016,Wheeler,1-Lubbock,Investigation,1
2016,Wichita,2-Abilene,Family Preservation,35
2016,Wichita,2-Abilene,Investigation,101
2016,Wilbarger,2-Abilene,Family Preservation,0
2016,Wilbarger,2-Abilene,Investigation,8
2016,Willacy,11-Edinburg,Family Preservation,11
2016,Willacy,11-Edinburg,Investigation,12
2016,Williamson,7-Austin,Family Preservation,57
2016,Williamson,7-Austin,Investigation,130
2016,Wilson,8-San Antonio,Family Preservation,7
2016,Wilson,8-San Antonio,Investigation,17
2016,Winkler,9-Midland,Family Preservation,8
2016,Winkler,9-Midland,Investigation,3
2016,Wise,3-Arlington,Family Preservation,10
2016,Wise,3-Arlington,Investigation,52
2016,Wood,4-Tyler,Family Preservation,17
2016,Wood,4-Tyler,Investigation,30
2016,Yoakum,1-Lubbock,Family Preservation,0
2016,Yoakum,1-Lubbock,Investigation,1
2016,Young,2-Abilene,Family Preservation,5
2016,Young,2-Abilene,Investigation,11
2016,Zapata,11-Edinburg,Family Preservation,0
2016,Zapata,11-Edinburg,Investigation,3
2016,Zavala,8-San Antonio,Family Preservation,7
2016,Zavala,8-San Antonio,Investigation,4
2015,Anderson,4-Tyler,Family Preservation,11
2015,Anderson,4-Tyler,Investigation,33
2015,Andrews,9-Midland,Family Preservation,5
2015,Andrews,9-Midland,Investigation,16
2015,Angelina,5-Beaumont,Family Preservation,16
2015,Angelina,5-Beaumont,Investigation,75
2015,Aransas,11-Edinburg,Family Preservation,11
2015,Aransas,11-Edinburg,Investigation,20
2015,Archer,2-Abilene,Family Preservation,0
2015,Archer,2-Abilene,Investigation,3
2015,Armstrong,1-Lubbock,Family Preservation,0
2015,Armstrong,1-Lubbock,Investigation,1
2015,Atascosa,8-San Antonio,Family Preservation,13
2015,Atascosa,8-San Antonio,Investigation,39
2015,Austin,6-Houston,Family Preservation,1
2015,Austin,6-Houston,Investigation,6
2015,Bailey,1-Lubbock,Family Preservation,0
2015,Bailey,1-Lubbock,Investigation,3
2015,Bandera,8-San Antonio,Family Preservation,3
2015,Bandera,8-San Antonio,Investigation,3
2015,Bastrop,7-Austin,Family Preservation,4
2015,Bastrop,7-Austin,Investigation,104
2015,Baylor,2-Abilene,Family Preservation,0
2015,Baylor,2-Abilene,Investigation,1
2015,Bee,11-Edinburg,Family Preservation,8
2015,Bee,11-Edinburg,Investigation,45
2015,Bell,7-Austin,Family Preservation,83
2015,Bell,7-Austin,Investigation,398
2015,Bexar,8-San Antonio,Family Preservation,671
2015,Bexar,8-San Antonio,Investigation,891
2015,Blanco,7-Austin,Family Preservation,4
2015,Blanco,7-Austin,Investigation,2
2015,Bosque,7-Austin,Family Preservation,0
2015,Bosque,7-Austin,Investigation,32
2015,Bowie,4-Tyler,Family Preservation,18
2015,Bowie,4-Tyler,Investigation,70
2015,Brazoria,6-Houston,Family Preservation,36
2015,Brazoria,6-Houston,Investigation,48
2015,Brazos,7-Austin,Family Preservation,6
2015,Brazos,7-Austin,Investigation,17
2015,Briscoe,1-Lubbock,Family Preservation,2
2015,Briscoe,1-Lubbock,Investigation,0
2015,Brooks,11-Edinburg,Family Preservation,2
2015,Brooks,11-Edinburg,Investigation,3
2015,Brown,2-Abilene,Family Preservation,7
2015,Brown,2-Abilene,Investigation,63
2015,Burleson,7-Austin,Family Preservation,0
2015,Burleson,7-Austin,Investigation,14
2015,Burnet,7-Austin,Family Preservation,6
2015,Burnet,7-Austin,Investigation,42
2015,Caldwell,7-Austin,Family Preservation,9
2015,Caldwell,7-Austin,Investigation,44
2015,Calhoun,8-San Antonio,Family Preservation,6
2015,Calhoun,8-San Antonio,Investigation,9
2015,Callahan,2-Abilene,Family Preservation,4
2015,Callahan,2-Abilene,Investigation,7
2015,Cameron,11-Edinburg,Family Preservation,136
2015,Cameron,11-Edinburg,Investigation,189
2015,Camp,4-Tyler,Family Preservation,2
2015,Camp,4-Tyler,Investigation,17
2015,Carson,1-Lubbock,Family Preservation,0
2015,Carson,1-Lubbock,Investigation,6
2015,Cass,4-Tyler,Family Preservation,5
2015,Cass,4-Tyler,Investigation,51
2015,Castro,1-Lubbock,Family Preservation,6
